202308251500,0,0,0,0
202308251501,0,0,0,0
202308251502,0,0,0,0
202308251503,0,0,0,0
202308251504,0,0,0,0
202308251505,0,0,0,0
202308251506,0,0,0,0
202308251507,0,0,0,0
202308251508,0,0,0,0
202308251509,0,0,0,0
202308251510,0,0,0,0
202308251511,0,0,0,0
202308251512,0,0,0,0
202308251513,0,0,0,0
202308251514,0,0,0,0
202308251515,0,0,0,0
202308251516,0,0,0,0
202308251517,0,0,0,0
202308251518,0,0,0,0
202308251519,0,0,0,0
202308251520,0,0,0,0
202308251521,0,0,0,0
202308251522,0,0,0,0
202308251523,0,0,0,0
202308251524,0,0,0,0
202308251525,0,0,0,0
202308251526,0,0,0,0
202308251527,0,0,0,0
202308251528,0,0,0,0
202308251529,0,0,0,0
202308251530,0,0,0,0
202308251531,0,0,0,0
202308251532,0,0,0,0
202308251533,0,0,0,0
202308251534,0,0,0,0
202308251535,0,0,0,0
202308251536,0,0,0,0
202308251537,0,0,0,0
202308251538,0,0,0,0
202308251539,0,0,0,0
202308251540,0,0,0,0
202308251541,0,0,0,0
202308251542,0,0,0,0
202308251543,0,0,0,0
202308251544,0,0,0,0
202308251545,0,0,0,0
202308251546,0,0,0,0
202308251547,0,0,0,0
202308251548,0,0,0,0
202308251549,0,0,0,0
202308251550,0,0,0,0
202308251551,0,0,0,0
202308251552,0,0,0,0
202308251553,0,0,0,0
202308251554,0,0,0,0
202308251555,0,0,0,0
202308251556,0,0,0,0
202308251557,0,0,0,0
202308251558,0,0,0,0
202308251559,0,0,0,0
202308251600,0,0,0,0
202308251601,0,0,0,0
202308251602,0,0,0,0
202308251603,0,0,0,0
202308251604,0,0,0,0
202308251605,0,0,0,0
202308251606,0,0,0,0
202308251607,0,0,0,0
202308251608,0,0,0,0
202308251609,0,0,0,0
202308251610,0,0,0,0
202308251611,0,0,0,0
202308251612,0,0,0,0
202308251613,0,0,0,0
202308251614,0,0,0,0
202308251615,0,0,0,0
202308251616,0,0,0,0
202308251617,0,0,0,0
202308251618,0,0,0,0
202308251619,0,0,0,0
202308251620,0,0,0,0
202308251621,0,0,0,0
202308251622,0,0,0,0
202308251623,0,0,0,0
202308251624,0,0,0,0
202308251625,0,0,0,0
202308251626,0,0,0,0
202308251627,0,0,0,0
202308251628,0,0,0,0
202308251629,0,0,0,0
202308251630,0,0,0,0
202308251631,0,0,0,0
202308251632,0,0,0,0
202308251633,0,0,0,0
202308251634,0,0,0,0
202308251635,0,0,0,0
202308251636,0,0,0,0
202308251637,0,0,0,0
202308251638,0,0,0,0
202308251639,0,0,0,0
202308251640,0,0,0,0
202308251641,0,0,0,0
202308251642,0,0,0,0
202308251643,0,0,0,0
202308251644,0,0,0,0
202308251645,0,0,0,0
202308251646,0,0,0,0
202308251647,0,0,0,0
202308251648,0,0,0,0
202308251649,0,0,0,0
202308251650,0,0,0,0
202308251651,0,0,0,0
202308251652,0,0,0,0
202308251653,0,0,0,0
202308251654,0,0,0,0
202308251655,0,0,0,0
202308251656,0,0,0,0
202308251657,0,0,0,0
202308251658,0,0,0,0
202308251659,0,0,0,0
202308251700,0,0,0,0
202308251701,0,0,0,0
202308251702,0,0,0,0
202308251703,0,0,0,0
202308251704,0,0,0,0
202308251705,0,0,0,0
202308251706,0,0,0,0
202308251707,0,0,0,0
202308251708,0,0,0,0
202308251709,0,0,0,0
202308251710,0,0,0,0
202308251711,0,0,0,0
202308251712,0,0,0,0
202308251713,0,0,0,0
202308251714,0,0,0,0
202308251715,0,0,0,0
202308251716,0,0,0,0
202308251717,0,0,0,0
202308251718,0,0,0,0
202308251719,0,0,0,0
202308251720,0,0,0,0
202308251721,0,0,0,0
202308251722,0,0,0,0
202308251723,0,0,0,0
202308251724,0,0,0,0
202308251725,0,0,0,0
202308251726,0,0,0,0
202308251727,0,0,0,0
202308251728,0,0,0,0
202308251729,0,0,0,0
202308251730,0,0,0,0
202308251731,0,0,0,0
202308251732,0,0,0,0
202308251733,0,0,0,0
202308251734,0,0,0,0
202308251735,0,0,0,0
202308251736,0,0,0,0
202308251737,0,0,0,0
202308251738,0,0,0,0
202308251739,0,0,0,0
202308251740,0,0,0,0
202308251741,0,0,0,0
202308251742,0,0,0,0
202308251743,0,0,0,0
202308251744,0,0,0,0
202308251745,0,0,0,0
202308251746,0,0,0,0
202308251747,0,0,0,0
202308251748,0,0,0,0
202308251749,0,0,0,0
202308251750,0,0,0,0
202308251751,0,0,0,0
202308251752,0,0,0,0
202308251753,0,0,0,0
202308251754,0,0,0,0
202308251755,0,0,0,0
202308251756,0,0,0,0
202308251757,0,0,0,0
202308251758,0,0,0,0
202308251759,0,0,0,0
202308251800,0,0,0,0
202308251801,0,0,0,0
202308251802,0,0,0,0
202308251803,0,0,0,0
202308251804,0,0,0,0
202308251805,0,0,0,0
202308251806,0,0,0,0
202308251807,0,0,0,0
202308251808,0,0,0,0
202308251809,0,0,0,0
202308251810,0,0,0,0
202308251811,0,0,0,0
202308251812,0,0,0,0
202308251813,0,0,0,0
202308251814,0,0,0,0
202308251815,0,0,0,0
202308251816,0,0,0,0
202308251817,0,0,0,0
202308251818,0,0,0,0
202308251819,0,0,0,0
202308251820,0,0,0,0
202308251821,0,0,0,0
202308251822,0,0,0,0
202308251823,0,0,0,0
202308251824,0,0,0,0
202308251825,0,0,0,0
202308251826,0,0,0,0
202308251827,0,0,0,0
202308251828,0,0,0,0
202308251829,0,0,0,0
202308251830,0,0,0,0
202308251831,0,0,0,0
202308251832,0,0,0,0
202308251833,0,0,0,0
202308251834,0,0,0,0
202308251835,0,0,0,0
202308251836,0,0,0,0
202308251837,0,0,0,0
202308251838,0,0,0,0
202308251839,0,0,0,0
202308251840,0,0,0,0
202308251841,0,0,0,0
202308251842,0,0,0,0
202308251843,0,0,0,0
202308251844,0,0,0,0
202308251845,0,0,0,0
202308251846,0,0,0,0
202308251847,0,0,0,0
202308251848,0,0,0,0
202308251849,0,0,0,0
202308251850,0,0,0,0
202308251851,0,0,0,0
202308251852,0,0,0,0
202308251853,0,0,0,0
202308251854,0,0,0,0
202308251855,0,0,0,0
202308251856,0,0,0,0
202308251857,0,0,0,0
202308251858,0,0,0,0
202308251859,0,0,0,0
202308251900,0,0,0,0
202308251901,0,0,0,0
202308251902,0,0,0,0
202308251903,0,0,0,0
202308251904,0,0,0,0
202308251905,0,0,0,0
202308251906,0,0,0,0
202308251907,0,0,0,0
202308251908,0,0,0,0
202308251909,0,0,0,0
202308251910,0,0,0,0
202308251911,0,0,0,0
202308251912,0,0,0,0
202308251913,0,0,0,0
202308251914,0,0,0,0
202308251915,0,0,0,0
202308251916,0,0,0,0
202308251917,0,0,0,0
202308251918,0,0,0,0
202308251919,0,0,0,0
202308251920,0,0,0,0
202308251921,0,0,0,0
202308251922,0,0,0,0
202308251923,0,0,0,0
202308251924,0,0,0,0
202308251925,0,0,0,0
202308251926,0,0,0,0
202308251927,0,0,0,0
202308251928,0,0,0,0
202308251929,0,0,0,0
202308251930,0,0,0,0
202308251931,0,0,0,0
202308251932,0,0,0,0
202308251933,0,0,0,0
202308251934,0,0,0,0
202308251935,0,0,0,0
202308251936,0,0,0,0
202308251937,0,0,0,0
202308251938,0,0,0,0
202308251939,0,0,0,0
202308251940,0,0,0,0
202308251941,0,0,0,0
202308251942,0,0,0,0
202308251943,0,0,0,0
202308251944,0,0,0,0
202308251945,0,0,0,0
202308251946,0,0,0,0
202308251947,0,0,0,0
202308251948,0,0,0,0
202308251949,0,0,0,0
202308251950,0,0,0,0
202308251951,0,0,0,0
202308251952,0,0,0,0
202308251953,0,0,0,0
202308251954,0,0,0,0
202308251955,0,0,0,0
202308251956,0,0,0,0
202308251957,0,0,0,0
202308251958,0,0,0,0
202308251959,0,0,0,0
202308252000,0,0,0,0
202308252001,0,0,0,0
202308252002,0,0,0,0
202308252003,0,0,0,0
202308252004,0,0,0,0
202308252005,0,0,0,0
202308252006,0,0,0,0
202308252007,0,0,0,0
202308252008,0,0,0,0
202308252009,0,0,0,0
202308252010,0,0,0,0
202308252011,0,0,0,0
202308252012,0,0,0,0
202308252013,0,0,0,0
202308252014,0,0,0,0
202308252015,0,0,0,0
202308252016,0,0,0,0
202308252017,0,0,0,0
202308252018,0,0,0,0
202308252019,0,0,0,0
202308252020,0,0,0,0
202308252021,0,0,0,0
202308252022,0,0,0,0
202308252023,0,0,0,0
202308252024,0,0,0,0
202308252025,0,0,0,0
202308252026,0,0,0,0
202308252027,0,0,0,0
202308252028,0,0,0,0
202308252029,0,0,0,0
202308252030,0,0,0,0
202308252031,0,0,0,0
202308252032,0,0,0,0
202308252033,0,0,0,0
202308252034,0,0,0,0
202308252035,0,0,0,0
202308252036,0,0,0,0
202308252037,0,0,0,0
202308252038,0,0,0,0
202308252039,0,0,0,0
202308252040,0,0,0,0
202308252041,0,0,0,0
202308252042,0,0,0,0
202308252043,0,0,0,0
202308252044,0,0,0,0
202308252045,0,0,0,0
202308252046,0,0,0,0
202308252047,0,0,0,0
202308252048,0,0,0,0
202308252049,0,0,0,0
202308252050,0,0,0,0
202308252051,0,0,0,0
202308252052,0,0,0,0
202308252053,0,0,0,0
202308252054,0,0,0,0
202308252055,0,0,0,0
202308252056,0,0,0,0
202308252057,0,0,0,0
202308252058,0,0,0,0
202308252059,0,0,0,0
202308252100,0,0,0,0
202308252101,0,0,0,0
202308252102,0,0,0,0
202308252103,0,0,0,0
202308252104,0,0,0,0
202308252105,0,0,0,0
202308252106,0,0,0,0
202308252107,0,0,0,0
202308252108,0,0,0,0
202308252109,0,0,0,0
202308252110,0,0,0,0
202308252111,0,0,0,0
202308252112,0,0,0,0
202308252113,0,0,0,0
202308252114,0,0,0,0
202308252115,0,0,0,0
202308252116,0,0,0,0
202308252117,0,0,0,0
202308252118,0,0,0,0
202308252119,0,0,0,0
202308252120,0,0,0,0
202308252121,0,0,0,0
202308252122,0,0,0,0
202308252123,0,0,0,0
202308252124,0,0,0,0
202308252125,0,0,0,0
202308252126,0,0,0,0
202308252127,0,0,0,0
202308252128,0,0,0,0
202308252129,0,0,0,0
202308252130,0,0,0,0
202308252131,0,0,0,0
202308252132,0,0,0,0
202308252133,0,0,0,0
202308252134,0,0,0,0
202308252135,0,0,0,0
202308252136,0,0,0,0
202308252137,0,0,0,0
202308252138,0,0,0,0
202308252139,0,0,0,0
202308252140,0,0,0,0
202308252141,0,0,0,0
202308252142,0,0,0,0
202308252143,0,0,0,0
202308252144,0,0,0,0
202308252145,0,0,0,0
202308252146,0,0,0,0
202308252147,0,0,0,0
202308252148,0,0,0,0
202308252149,0,0,0,0
202308252150,0,0,0,0
202308252151,0,0,0,0
202308252152,0,0,0,0
202308252153,0,0,0,0
202308252154,0,0,0,0
202308252155,0,0,0,0
202308252156,0,0,0,0
202308252157,0,0,0,0
202308252158,0,0,0,0
202308252159,0,0,0,0
202308252200,0,0,0,0
202308252201,0,0,0,0
202308252202,0,0,0,0
202308252203,0,0,0,0
202308252204,0,0,0,0
202308252205,0,0,0,0
202308252206,0,0,0,0
202308252207,0,0,0,0
202308252208,0,0,0,0
202308252209,0,0,0,0
202308252210,0,0,0,0
202308252211,0,0,0,0
202308252212,0,0,0,0
202308252213,0,0,0,0
202308252214,0,0,0,0
202308252215,0,0,0,0
202308252216,0,0,0,0
202308252217,0,0,0,0
202308252218,0,0,0,0
202308252219,0,0,0,0
202308252220,1,0,0,0
202308252221,0,0,0,0
202308252222,0,0,0,0
202308252223,0,0,0,0
202308252224,0,0,0,0
202308252225,0,0,0,0
202308252226,0,0,0,0
202308252227,0,0,0,0
202308252228,0,0,0,0
202308252229,0,0,0,0
202308252230,0,0,0,0
202308252231,0,0,0,0
202308252232,0,0,0,0
202308252233,0,0,0,0
202308252234,0,0,0,0
202308252235,0,0,0,0
202308252236,0,0,0,0
202308252237,0,0,0,0
202308252238,0,0,0,0
202308252239,0,0,0,0
202308252240,0,0,0,0
202308252241,0,0,0,0
202308252242,0,0,0,0
202308252243,0,0,0,0
202308252244,0,0,0,0
202308252245,0,0,0,0
202308252246,0,0,0,0
202308252247,0,0,0,0
202308252248,0,0,0,0
202308252249,0,0,0,0
202308252250,0,0,0,0
202308252251,0,0,0,0
202308252252,0,0,0,0
202308252253,0,0,0,0
202308252254,0,0,0,0
202308252255,0,0,0,0
202308252256,0,0,0,0
202308252257,0,0,0,0
202308252258,0,0,0,0
202308252259,0,0,0,0
202308252300,0,0,0,0
202308252301,0,0,0,0
202308252302,0,0,0,0
202308252303,0,0,0,0
202308252304,0,0,0,0
202308252305,0,0,0,0
202308252306,0,0,0,0
202308252307,0,0,0,0
202308252308,0,0,0,0
202308252309,0,0,0,0
202308252310,0,0,0,0
202308252311,0,0,0,0
202308252312,0,0,0,0
202308252313,0,0,0,0
202308252314,0,0,0,0
202308252315,0,0,0,0
202308252316,0,0,0,0
202308252317,0,0,0,0
202308252318,0,0,0,0
202308252319,0,0,0,0
202308252320,0,0,0,0
202308252321,0,0,0,0
202308252322,0,0,0,0
202308252323,0,0,0,0
202308252324,0,0,0,0
202308252325,0,0,0,0
202308252326,0,0,0,0
202308252327,0,0,0,0
202308252328,0,0,0,0
202308252329,0,0,0,0
202308252330,0,0,0,0
202308252331,0,0,0,0
202308252332,0,0,0,0
202308252333,0,0,0,0
202308252334,0,0,0,0
202308252335,0,0,0,0
202308252336,0,0,0,0
202308252337,0,0,0,0
202308252338,0,0,0,0
202308252339,0,0,0,0
202308252340,0,0,0,0
202308252341,0,0,0,0
202308252342,0,0,0,0
202308252343,0,0,0,0
202308252344,0,0,0,0
202308252345,0,0,0,0
202308252346,0,0,0,0
202308252347,0,0,0,0
202308252348,0,0,0,0
202308252349,0,0,0,0
202308252350,0,0,0,0
202308252351,0,0,0,0
202308252352,0,0,0,0
202308252353,0,0,0,0
